budget_pct,model,acc_drop,first_shot_run,fps,max_util_pct,pred_LUTs,logic_LUTs,lutrams,srls,pred_FFs,pred_BRAM,pred_DSP,onnx_path,folding_config,fifo_depths
40.0,SAT6_T2W2_DROP3,3,18,30048.08,24.55,4361,3813,0,548,5265,3.6,54,/home/arthurely/Desktop/finn_chi2p/hara/fps_campaign_results/SAT6_T2W2_DROP3_20260416_060449/run0_get_initial_fold/intermediate_models/step_generate_estimate_reports.onnx,"{'Defaults': {}, 'FMPadding_rtl_0': {'SIMD': 2}, 'ConvolutionInputGenerator_rtl_0': {'SIMD': 4, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_0': {'PE': 1, 'SIMD': 36, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_1': {'SIMD': 13}, 'ConvolutionInputGenerator_rtl_1': {'SIMD': 13, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_1': {'PE': 1, 'SIMD': 13, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_2': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_2': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_2': {'PE': 1, 'SIMD': 3, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_3': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_3': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_3': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'MVAU_hls_4': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'LabelSelect_hls_0': {'PE': 1}}","{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 73, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 112, 'StreamingFIFO_8': 77, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 72, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 108, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
10.0,SAT6_T2W2_DROP4,4,11,9300.6,10.0,5202,4043,0,1160,4607,3.6,22,/home/arthurely/Desktop/finn_chi2p/hara/fps_campaign_results/SAT6_T2W2_DROP4_20260416_060531/run0_get_initial_fold/intermediate_models/step_generate_estimate_reports.onnx,"{'Defaults': {}, 'FMPadding_rtl_0': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_0': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_0': {'PE': 1, 'SIMD': 12, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_1': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_1': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_1': {'PE': 1, 'SIMD': 6, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_2': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_2': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_2': {'PE': 1, 'SIMD': 2, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_3': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_3': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_3': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'MVAU_hls_4': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'LabelSelect_hls_0': {'PE': 1}}","{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 362, 'StreamingFIFO_3': 219, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 112, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 561, 'StreamingFIFO_8': 58, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 51, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 146, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 114, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
20.0,SAT6_T2W2_DROP4,4,15,13950.89,12.73,5179,3952,0,1227,4731,4.1,28,/home/arthurely/Desktop/finn_chi2p/hara/fps_campaign_results/SAT6_T2W2_DROP4_20260416_060531/run0_get_initial_fold/intermediate_models/step_generate_estimate_reports.onnx,"{'Defaults': {}, 'FMPadding_rtl_0': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_0': {'SIMD': 2, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_0': {'PE': 1, 'SIMD': 18, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_1': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_1': {'SIMD': 2, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_1': {'PE': 1, 'SIMD': 7, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_2': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_2': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_2': {'PE': 1, 'SIMD': 2, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_3': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_3': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_3': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'MVAU_hls_4': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'LabelSelect_hls_0': {'PE': 1}}","{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 211, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 130, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 67, 'StreamingFIFO_8': 112, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 51, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 146, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 114, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
30.0,SAT6_T2W2_DROP4,4,24,27901.79,25.91,4784,3838,0,946,5220,3.6,57,/home/arthurely/Desktop/finn_chi2p/hara/fps_campaign_results/SAT6_T2W2_DROP4_20260416_060531/run0_get_initial_fold/intermediate_models/step_generate_estimate_reports.onnx,"{'Defaults': {}, 'FMPadding_rtl_0': {'SIMD': 2}, 'ConvolutionInputGenerator_rtl_0': {'SIMD': 4, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_0': {'PE': 1, 'SIMD': 36, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_1': {'SIMD': 2}, 'ConvolutionInputGenerator_rtl_1': {'SIMD': 7, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_1': {'PE': 1, 'SIMD': 14, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_2': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_2': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_2': {'PE': 1, 'SIMD': 6, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_3': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_3': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_3': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'MVAU_hls_4': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'LabelSelect_hls_0': {'PE': 1}}","{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 72, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 83, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 87, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 51, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 36, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 114, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
40.0,SAT6_T2W2_DROP4,4,24,27901.79,25.91,4784,3838,0,946,5220,3.6,57,/home/arthurely/Desktop/finn_chi2p/hara/fps_campaign_results/SAT6_T2W2_DROP4_20260416_060531/run0_get_initial_fold/intermediate_models/step_generate_estimate_reports.onnx,"{'Defaults': {}, 'FMPadding_rtl_0': {'SIMD': 2}, 'ConvolutionInputGenerator_rtl_0': {'SIMD': 4, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_0': {'PE': 1, 'SIMD': 36, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_1': {'SIMD': 2}, 'ConvolutionInputGenerator_rtl_1': {'SIMD': 7, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_1': {'PE': 1, 'SIMD': 14, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_2': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_2': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_2': {'PE': 1, 'SIMD': 6, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_3': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_3': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_3': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'MVAU_hls_4': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'LabelSelect_hls_0': {'PE': 1}}","{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 72, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 83, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 87, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 51, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 36, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 114, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
10.0,SAT6_T2W2_DROP5,5,9,11837.12,9.63,5122,4190,0,931,4439,3.1,18,/home/arthurely/Desktop/finn_chi2p/hara/fps_campaign_results/SAT6_T2W2_DROP5_20260416_060632/run0_get_initial_fold/intermediate_models/step_generate_estimate_reports.onnx,"{'Defaults': {}, 'FMPadding_rtl_0': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_0': {'SIMD': 2, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_0': {'PE': 1, 'SIMD': 12, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_1': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_1': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_1': {'PE': 1, 'SIMD': 3, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_2': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_2': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_2': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_3': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_3': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_3': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'MVAU_hls_4': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'LabelSelect_hls_0': {'PE': 1}}","{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 288, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 101, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 86, 'StreamingFIFO_8': 65, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 108, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
20.0,SAT6_T2W2_DROP5,5,12,17755.68,13.64,4990,4099,0,891,4602,4.1,30,/home/arthurely/Desktop/finn_chi2p/hara/fps_campaign_results/SAT6_T2W2_DROP5_20260416_060632/run0_get_initial_fold/intermediate_models/step_generate_estimate_reports.onnx,"{'Defaults': {}, 'FMPadding_rtl_0': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_0': {'SIMD': 2, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_0': {'PE': 1, 'SIMD': 18, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_1': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_1': {'SIMD': 11, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_1': {'PE': 1, 'SIMD': 9, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_2': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_2': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_2': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_3': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_3': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_3': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'MVAU_hls_4': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'LabelSelect_hls_0': {'PE': 1}}","{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 213, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 110, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 2, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 108, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
30.0,SAT6_T2W2_DROP5,5,17,35511.36,23.18,4333,3791,0,542,5148,3.6,51,/home/arthurely/Desktop/finn_chi2p/hara/fps_campaign_results/SAT6_T2W2_DROP5_20260416_060632/run0_get_initial_fold/intermediate_models/step_generate_estimate_reports.onnx,"{'Defaults': {}, 'FMPadding_rtl_0': {'SIMD': 2}, 'ConvolutionInputGenerator_rtl_0': {'SIMD': 4, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_0': {'PE': 1, 'SIMD': 36, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_1': {'SIMD': 11}, 'ConvolutionInputGenerator_rtl_1': {'SIMD': 11, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_1': {'PE': 1, 'SIMD': 9, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_2': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_2': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_2': {'PE': 1, 'SIMD': 3, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_3': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_3': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_3': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'MVAU_hls_4': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'LabelSelect_hls_0': {'PE': 1}}","{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 83, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 103, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 37, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
40.0,SAT6_T2W2_DROP5,5,17,35511.36,23.18,4333,3791,0,542,5148,3.6,51,/home/arthurely/Desktop/finn_chi2p/hara/fps_campaign_results/SAT6_T2W2_DROP5_20260416_060632/run0_get_initial_fold/intermediate_models/step_generate_estimate_reports.onnx,"{'Defaults': {}, 'FMPadding_rtl_0': {'SIMD': 2}, 'ConvolutionInputGenerator_rtl_0': {'SIMD': 4, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_0': {'PE': 1, 'SIMD': 36, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_1': {'SIMD': 11}, 'ConvolutionInputGenerator_rtl_1': {'SIMD': 11, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_1': {'PE': 1, 'SIMD': 9, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_2': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_2': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_2': {'PE': 1, 'SIMD': 3, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_3': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_3': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_3': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'MVAU_hls_4': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'LabelSelect_hls_0': {'PE': 1}}","{'StreamingFIFO_0': 434, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 94, 'StreamingFIFO_3': 83, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 2, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 103, 'StreamingFIFO_8': 74, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 2, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 2, 'StreamingFIFO_13': 37, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 2, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 49, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
20.0,SAT6_T2W2_PREBUILT,0,12,12207.03,14.55,6043,4546,0,1497,5070,3.5,32,/home/arthurely/Desktop/finn_chi2p/hara/fps_campaign_results/SAT6_T2W2_PREBUILT_20260416_060222/run0_get_initial_fold/intermediate_models/step_generate_estimate_reports.onnx,"{'Defaults': {}, 'FMPadding_rtl_0': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_0': {'SIMD': 2, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_0': {'PE': 1, 'SIMD': 18, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_1': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_1': {'SIMD': 2, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_1': {'PE': 1, 'SIMD': 9, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_2': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_2': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_2': {'PE': 1, 'SIMD': 3, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'FMPadding_rtl_3': {'SIMD': 1}, 'ConvolutionInputGenerator_rtl_3': {'SIMD': 1, 'parallel_window': 0, 'ram_style': 'distributed'}, 'MVAU_hls_3': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'MVAU_hls_4': {'PE': 1, 'SIMD': 1, 'ram_style': 'block', 'resType': 'dsp', 'mem_mode': 'internal_decoupled', 'runtime_writeable_weights': 0}, 'LabelSelect_hls_0': {'PE': 1}}","{'StreamingFIFO_0': 866, 'StreamingFIFO_1': 2, 'StreamingFIFO_2': 183, 'StreamingFIFO_3': 291, 'StreamingFIFO_4': 2, 'StreamingFIFO_5': 106, 'StreamingFIFO_6': 2, 'StreamingFIFO_7': 33, 'StreamingFIFO_8': 97, 'StreamingFIFO_9': 2, 'StreamingFIFO_10': 48, 'StreamingFIFO_11': 2, 'StreamingFIFO_12': 63, 'StreamingFIFO_13': 83, 'StreamingFIFO_14': 2, 'StreamingFIFO_15': 43, 'StreamingFIFO_16': 2, 'StreamingFIFO_17': 2, 'StreamingFIFO_18': 160, 'StreamingFIFO_19': 2, 'StreamingFIFO_20': 2, 'StreamingFIFO_21': 2}"
